Модель 'Аляска СН-153 В хром/ХДП' из Excel отсутствует в папке products и её подпапках!
Модель 'Аризона СН-400 В хром/МБ' из Excel отсутствует в папке products и её подпапках!
Модель 'Бостон СН-277 хром Топ-Ган Люкс' из Excel отсутствует в папке products и её подпапках!
Модель 'Вермонт СН-151 В хром/ХДП/МБ' из Excel отсутствует в папке products и её подпапках!
Модель 'Верона К-10 В дерево/МБ' из Excel отсутствует в папке products и её подпапках!
Модель 'Калифорния СН-438 В хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Калифорния СН-438 В хром/МБ' из Excel отсутствует в папке products и её подпапках!
Модель 'Калифорния СН-438 В хром/ХДП' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло Кремона пластик' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло Кремона хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK А-001-MB' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK А-007-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK А-011-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK А-177-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK К-430-CH' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK Р-521-SB' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK Р-700 ' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK A-112-G ' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK A-130-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK A-155-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK A-181-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK E-201-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK E-212-G' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK E-222-MB' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло EPIK K-400-CH' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло UTFC Бремен М-123 алюминий' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло UTFC Канзас М-111 пластик/хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло UTFC Онтарио М-105 пластик/хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло UTFC Онтарио М-405 Н/п пластик/хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Престиж Нептун хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Самба Люкс GTP TG/столик' из Excel отсутствует в папке products и её подпапках!
Модель 'Самба GTP пиастра/столик' из Excel отсутствует в папке products и её подпапках!
Модель 'Самба GTP TG/столик' из Excel отсутствует в папке products и её подпапках!
Модель 'Сириус С-102 Гольф пластик' из Excel отсутствует в папке products и её подпапках!
Модель 'СН-710 Айкью Н пластик' из Excel отсутствует в папке products и её подпапках!
Модель 'СН-710 Айкью Н/п' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Асти 4К ' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Бистро' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Бистро М' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Ванесса' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Венус' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Венус М' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Версаль' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Изо' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Изо +' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Изо пластик' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Изо пластик +' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Изо со столиком' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул ИЗО/ЖТС' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул ИЗО/ЖТС +' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул ИЗО/ЖТС со столиком' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул кассира Б/п' из Excel отсутствует в папке products и её подпапках!
Модель 'Стул Кремона 4К' из Excel отсутствует в папке products и её подпапках!
Модель 'Хэнди М-806 GRAY CH' из Excel отсутствует в папке products и её подпапках!
Модель 'Честер GTS TG хром' из Excel отсутствует в папке products и её подпапках!
Модель 'Энжел Лайт СН-800 черный TG' из Excel отсутствует в папке products и её подпапках!
Модель 'Энжел СН-800 чёрный Н/п Нео СН' из Excel отсутствует в папке products и её подпапках!
Модель 'Кресло UTFC Киото М-250': несовпадение по package_width (JSON: {}, Excel: 380.0)
Модель 'Кресло UTFC Киото М-250': несовпадение по package_height (JSON: {}, Excel: 650.0)
Модель 'Кресло UTFC Киото М-250': несовпадение по brutto (JSON: {}, Excel: 19.15)
Модель 'Кресло UTFC Киото М-250': несовпадение по netto (JSON: {}, Excel: 16.7)
Модель 'Кресло UTFC Киото М-250': несовпадение по package_length (JSON: {}, Excel: 745)
Модель 'Кресло UTFC Киото М-250': несовпадение по volume (JSON: {}, Excel: 0.19)
Модель 'Кресло UTFC Киото М-250': несовпадение по package_width (JSON: 745, Excel: 380.0)
Модель 'Кресло UTFC Киото М-250': несовпадение по package_depth (JSON: 380, Excel: None)
Модель 'Кресло UTFC Киото М-250': несовпадение по package_length (JSON: None, Excel: 745)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_width (JSON: {}, Excel: 290.0)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_height (JSON: {}, Excel: 600.0)
Модель 'Кресло UTFC Кофу М-231': несовпадение по brutto (JSON: {}, Excel: 10.95)
Модель 'Кресло UTFC Кофу М-231': несовпадение по netto (JSON: {}, Excel: 10)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_length (JSON: {}, Excel: 620)
Модель 'Кресло UTFC Кофу М-231': несовпадение по volume (JSON: {}, Excel: 0.11)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_width (JSON: 620, Excel: 290.0)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_depth (JSON: 290, Excel: None)
Модель 'Кресло UTFC Кофу М-231': несовпадение по package_length (JSON: None, Excel: 620)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_width (JSON: {}, Excel: 285.0)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_height (JSON: {}, Excel: 590.0)
Модель 'Кресло UTFC Мориока М-242': несовпадение по brutto (JSON: {}, Excel: 11.65)
Модель 'Кресло UTFC Мориока М-242': несовпадение по netto (JSON: {}, Excel: 10.4)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_length (JSON: {}, Excel: 660)
Модель 'Кресло UTFC Мориока М-242': несовпадение по volume (JSON: {}, Excel: 0.11)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_width (JSON: 660, Excel: 285.0)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_depth (JSON: 285, Excel: None)
Модель 'Кресло UTFC Мориока М-242': несовпадение по package_length (JSON: None, Excel: 660)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_width (JSON: {}, Excel: 335.0)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_height (JSON: {}, Excel: 645.0)
Модель 'Кресло UTFC Номи М-317': несовпадение по brutto (JSON: {}, Excel: 13.45)
Модель 'Кресло UTFC Номи М-317': несовпадение по netto (JSON: {}, Excel: 11.7)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_length (JSON: {}, Excel: 720)
Модель 'Кресло UTFC Номи М-317': несовпадение по volume (JSON: {}, Excel: 0.16)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_width (JSON: 720, Excel: 335.0)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_depth (JSON: 335, Excel: None)
Модель 'Кресло UTFC Номи М-317': несовпадение по package_length (JSON: None, Excel: 720)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_width (JSON: {}, Excel: 370.0)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_height (JSON: {}, Excel: 630.0)
Модель 'Кресло UTFC Осака М-201': несовпадение по brutto (JSON: {}, Excel: 14.7)
Модель 'Кресло UTFC Осака М-201': несовпадение по netto (JSON: {}, Excel: 12.8)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_length (JSON: {}, Excel: 630)
Модель 'Кресло UTFC Осака М-201': несовпадение по volume (JSON: {}, Excel: 0.15)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_width (JSON: 630, Excel: 370.0)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_depth (JSON: 370, Excel: None)
Модель 'Кресло UTFC Осака М-201': несовпадение по package_length (JSON: None, Excel: 630)
Модель 'Кресло UTFC Санда М-207': несовпадение по package_width (JSON: {}, Excel: 270.0)
Модель 'Кресло UTFC Санда М-207': несовпадение по package_height (JSON: {}, Excel: 650.0)
Модель 'Кресло UTFC Санда М-207': несовпадение по brutto (JSON: {}, Excel: 13.8)
Модель 'Кресло UTFC Санда М-207': несовпадение по netto (JSON: {}, Excel: 11.8)
Модель 'Кресло UTFC Санда М-207': несовпадение по package_length (JSON: {}, Excel: 840)
Модель 'Кресло UTFC Санда М-207': несовпадение по volume (JSON: {}, Excel: 0.16)
